"","X","Time","PopBio","LogPopBio","Time_units","PopBio_units","ID","Species","Medium","Temp","Citation","ID_no_Rep","ID_no","Rep","Grouping","Time_series","No_datapoints","ID_no_Rep_dup"
"11",1073,239.260969976905,0.134928406466512,-2.00301096368469,"Hours","OD_595","Acinetobacter.clacoaceticus..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","1_1",1,1,0,11,21,"1_1"
"12",1072,263.279445727483,0.121755196304849,-2.10574283780825,"Hours","OD_595","Acinetobacter.clacoaceticus..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","1_1",1,1,0,12,21,"1_1"
"13",1071,287.29792147806,0.119248652809853,-2.12654444646951,"Hours","OD_595","Acinetobacter.clacoaceticus..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","1_1",1,1,0,13,21,"1_1"
"14",1070,311.316397228637,0.11407544264819,-2.17089527185019,"Hours","OD_595","Acinetobacter.clacoaceticus..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","1_1",1,1,0,14,21,"1_1"
"15",1069,335.334872979215,0.111568899153193,-2.19311294929681,"Hours","OD_595","Acinetobacter.clacoaceticus..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","1_1",1,1,0,15,21,"1_1"
"16",1068,359.353348729792,0.109062355658198,-2.21583549006411,"Hours","OD_595","Acinetobacter.clacoaceticus..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","1_1",1,1,0,16,21,"1_1"
"17",1067,383.37182448037,0.0985558121632013,-2.31713227032692,"Hours","OD_595","Acinetobacter.clacoaceticus..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","1_1",1,1,0,17,21,"1_1"
"18",1066,407.390300230947,0.0987159353348717,-2.31550889334703,"Hours","OD_595","Acinetobacter.clacoaceticus..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","1_1",1,1,0,18,21,"1_1"
"19",1065,431.408775981524,0.0962093918398761,-2.34122829780267,"Hours","OD_595","Acinetobacter.clacoaceticus..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","1_1",1,1,0,19,21,"1_1"
"20",1064,455.427251732102,0.0937028483448796,-2.36762669164184,"Hours","OD_595","Acinetobacter.clacoaceticus..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","1_1",1,1,0,20,21,"1_1"
"21",1063,479.445727482679,0.0805296381832163,-2.51912998612882,"Hours","OD_595","Acinetobacter.clacoaceticus..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","1_1",1,1,0,21,21,"1_1"
"22",1327,1.1045364891518,0.0132416722908459,-4.32438643049407,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,1,14,"10_1"
"23",1326,1.93293885601574,0.0238360564824553,-3.73655586647212,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,2,14,"10_1"
"24",1325,3.31360946745559,0.0344199770847395,-3.36911815395319,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,3,14,"10_1"
"25",1324,4.41814595660745,0.0476616493755853,-3.04362820078519,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,4,14,"10_1"
"26",1323,5.52268244575927,0.0635558415603306,-2.75583636487355,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,5,14,"10_1"
"27",1322,7.17948717948707,0.0794395701557506,-2.53275867018948,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,6,14,"10_1"
"28",1321,8.56015779092695,0.0979810504397323,-2.32298118186845,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,7,14,"10_1"
"29",1320,9.94082840236675,0.116522530723714,-2.14967062790505,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,8,14,"10_1"
"30",1319,24.0236686390532,0.190526266225103,-1.65796521347328,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,9,14,"10_1"
"31",1318,47.7712031558185,0.179466252308529,-1.71776809815303,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,10,14,"10_1"
"32",1317,71.7948717948717,0.409780316942121,-0.892134075218801,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,11,14,"10_1"
"33",1316,96.094674556213,0.183855728030386,-1.69360391572136,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,12,14,"10_1"
"34",1315,120.118343195266,0.0826048059265772,-2.4936874170173,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,13,14,"10_1"
"35",1314,143.865877712032,0.0688922721161043,-2.67521126812234,"Hours","OD_595","Acinetobacter.clacoaceticus.2_TSB_25_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Acinetobacter.clacoaceticus.2","TSB",25,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","10_1",10,1,1,14,14,"10_1"
"36",1184,3.69515011547321,0.0240246343341028,-3.72867554446626,"Hours","OD_595","Clavibacter.michiganensis..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Clavibacter.michiganensis..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","100_1",100,1,2,1,23,"100_1"
"37",1183,6.46651270207826,0.0320431100846799,-3.44067309268262,"Hours","OD_595","Clavibacter.michiganensis..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Clavibacter.michiganensis..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","100_1",100,1,2,2,23,"100_1"
"38",1182,9.23787528868331,0.0453949191685901,-3.09235509278364,"Hours","OD_595","Clavibacter.michiganensis..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Clavibacter.michiganensis..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","100_1",100,1,2,3,23,"100_1"
"39",1181,24.0184757505772,0.0748267898383368,-2.59257930520421,"Hours","OD_595","Clavibacter.michiganensis..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Clavibacter.michiganensis..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","100_1",100,1,2,4,23,"100_1"
"40",1180,47.1131639722862,0.157647421093148,-1.84739425155717,"Hours","OD_595","Clavibacter.michiganensis..RDA.R._TSB_15_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","Clavibacter.michiganensis..RDA.R.","TSB",15,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.","100_1",100,1,2,5,23,"100_1"
